section_id,s_node,e_node,length
35305,71857,38743,2.634163065
35306,38743,77989,1.670034059
35307,77989,38740,1.895739322
35308,38740,38750,1.002712895
35309,38750,38754,0.847040996
35310,38754,38759,1.15265372
35311,38759,38756,1.549240456
35312,38756,38758,2.249170544
35313,38758,38714,2.686744858
35314,38744,38747,1.693598408
35315,38760,77483,0.481673398
35316,77483,77484,0.748436887
35317,77484,38610,3.133583434
35318,38761,38760,1.550614586
35319,38797,38794,6.220712599
35320,38794,38804,16.41736455
35321,38804,38782,12.47220988
35322,38801,38795,1.590708453
35323,38795,38811,14.91122287
35324,38811,38774,15.67613426
35325,38774,38812,8.880699329
35326,38772,38767,7.197271275
35327,38767,38802,4.210511892
35328,38809,38797,0.889332601
35329,38827,46153,0.723839136
35330,46153,80068,6.676998607
35331,80068,38824,3.812732096
35332,38824,47567,7.188424682
35333,47567,38773,21.28127724
35334,38773,38817,8.42695146
35335,38775,38803,4.745014175
35336,38803,76277,6.13223776
35337,76277,76279,0.959379531
35338,76279,76275,2.8347918
35339,38783,38775,1.48451948
35340,38779,38801,11.66310575
35341,38777,38799,2.498967266
35342,38799,38792,14.96762449
35343,38792,38772,23.6933354
35344,38817,38818,2.121186502
35345,38813,76278,9.815934898
35346,76278,38814,9.693359824
35347,38814,76276,7.288532451
35348,38820,38769,8.213101786
35349,38769,38826,16.99150985
35350,38826,47568,4.183328197
35351,47568,38816,13.20142311
35352,38816,46152,4.637005837
35353,46152,38825,0.694307071
35354,38825,46180,0.890057452
35355,38822,38820,2.197230854
35356,18563,38830,2.021925886
35357,38831,18540,1.725719719
35358,18540,18541,6.701709217
35359,18541,18542,5.299917083
35360,18542,18543,4.011759214
35361,18543,18755,3.005136596
35362,18755,18544,6.323210155
35363,18544,18545,3.729903035
35364,18545,18754,2.112222381
35365,18754,48024,0.989398242
35366,48024,38819,2.204876955
35367,38819,18546,5.025237073
35368,18546,38815,4.430659731
35369,38815,18547,2.582103978
35370,18547,18548,1.284168948
35371,18548,3171,0.402987255
35372,18539,38831,1.944347273
35373,38830,18564,8.460814465
35374,18564,38828,5.457644729
35375,38828,52554,1.279689949
35376,5569,8134,1.070215964
35377,5563,33117,4.176329921
35378,33117,58955,1.209498229
35379,58955,33107,2.805757191
35380,33107,14468,0.587756986
35381,14468,58952,2.876460914
35382,58952,14469,6.860525046
35383,14469,4430,4.976977372
35384,25087,4929,3.627079581
35385,38842,38841,8.856656667
35386,38841,24873,10.11164654
35387,24873,72292,1.072753247
35388,72292,39377,5.016902433
35389,39377,15001,0.574256914
35390,15001,72295,5.294082196
35391,72295,15002,1.987072028
35392,15002,15003,4.751347062
35393,15003,15004,6.655627312
35394,15004,72274,27.17125989
35395,72274,14994,1.196061401
35396,25082,25083,0.617984734
35397,25083,25088,1.365534607
35398,25088,15988,4.405128715
35399,15988,25089,4.641741727
35400,25089,15990,0.588990801
35401,15990,15991,1.351072738
35402,15991,25081,3.41018164
35403,25081,78650,2.18301836
35404,78650,15992,3.568075917
35405,15992,15993,9.816607816
35406,15993,38975,0.760171244
35407,38975,15989,7.67297673
35408,38843,24871,3.360732967
35409,25227,24870,6.128697576
35410,24870,38842,3.27787075
35411,69685,69666,1.19488149
35412,69666,69684,3.658593625
35413,69684,69667,3.635040396
35414,69667,69668,7.944243081
35415,69668,5889,5.572991558
35416,14901,38886,0.523023973
35417,38886,38884,0.226041525
35418,38884,38882,1.008641381
35419,38882,50765,28.75187588
35420,50765,72294,15.13281908
35421,72294,52393,2.036183461
35422,52393,72289,2.491262224
35423,72289,48458,1.905921085
35424,38900,38902,0.836473859
35425,38902,4357,2.47174148
35426,4357,4953,1.501857627
35427,4953,28221,9.092202007
35428,28221,28219,0.509053633
35429,28219,28223,5.133081404
35430,28223,28363,3.628492808
35431,28363,75759,0.644871499
35432,75759,34157,6.516227203
35433,34157,28382,0.262867818
35434,38943,74226,4.29786524
35435,74226,9744,3.567812122
35436,9744,38948,0.76172824
35437,38948,9746,5.684918317
35438,38946,4426,8.253997476
35439,5609,4543,2.597242478
35440,4543,74253,2.920653629
35441,74253,69370,10.50737053
35442,69370,8091,0.931208002
35443,8091,4362,11.68380882
35444,38947,34088,0.556855146
35445,34088,4339,7.154335479
35446,38942,16660,3.397029931
35447,16660,34086,1.595817957
35448,34086,34089,1.371955037
35449,34089,5649,5.525457227
35450,5649,9747,2.559589254
35451,38944,9745,3.342822292
35452,28136,28126,4.91934778
35453,28126,28164,4.178468345
35454,28164,28090,0.609841523
35455,28090,28151,2.201445822
35456,28151,28144,1.055647924
35457,28144,28068,5.396592808
35458,28068,28082,2.812527179
35459,28082,28092,4.209568546
35460,28092,28149,0.774163664
35461,28149,28154,1.048287126
35462,28154,28103,4.020674379
35463,28103,28148,1.653854858
35464,28063,28213,1.120645153
35465,28213,28091,1.429987347
35466,28091,28119,5.501520385
35467,28119,28080,3.746367597
35468,28080,28079,2.006032715
35469,28079,28129,2.579374118
35470,28129,28130,2.269667968
35471,28130,28180,0.664570836
35472,28180,28075,1.732544383
35473,28075,28167,0.713321255
35474,28167,28120,1.053438032
35475,28120,17382,1.56350328
35476,38950,4385,5.937573246
35477,9051,28155,0.456158452
35478,28155,28108,6.572715439
35479,28108,38952,5.940628157
35480,38952,28123,0.700552064
35481,28123,28093,8.96753502
35482,28093,28163,1.085549929
35483,28163,28128,2.140881245
35484,28128,28100,3.56664123
35485,28100,28160,0.432457292
35486,28160,28152,1.724993095
35487,28152,28146,1.820246287
35488,28146,28088,12.42061672
35489,15058,26988,1.607255034
35490,26988,76011,4.726324369
35491,76011,11052,5.347976652
35492,11052,75956,13.62320827
35493,75956,9771,4.333634407
35494,9771,29988,1.044133317
35495,29988,26976,0.434838512
35496,26976,26975,1.04770483
35497,26975,29981,0.659591855
35498,29981,14439,0.340000337
35499,28148,28118,4.79895294
35500,28118,28191,6.40225
35501,28191,28070,5.518969934
35502,28070,28106,7.301201202
35503,28106,28147,2.347571409
35504,28147,28101,5.655238396
35505,28101,28173,0.504656385
35506,28173,17383,2.684363787
35507,28150,28142,3.225232223
35508,28142,28134,6.480407374
35509,28134,28098,3.259748838
35510,28098,28132,3.212663868
35511,28132,28116,4.526250332
35512,28116,28165,3.009995933
35513,28165,28113,0.838148733
35514,28113,9051,8.879791529
35515,38956,34148,2.389112522
35516,34148,18581,0.847324928
35517,18581,38964,12.64934131
35518,38964,38961,0.204747061
35519,38961,14903,1.258806944
35520,14903,14892,1.053440132
35521,14892,38966,1.06895102
35522,38966,38969,0.203582458
35523,38969,14912,0.236135435
35524,14912,33441,4.599648146
35525,33441,33444,1.772584648
35526,33444,14931,5.702728113
35527,14931,14913,13.95282972
35528,38960,18579,2.084009002
35529,18579,14916,5.273881052
35530,14916,16049,2.477600009
35531,16049,14917,2.687061001
35532,14917,24885,2.140333052
35533,24885,33445,1.033015324
35534,33445,72210,0.839886036
35535,72210,4365,1.365443127
35536,4365,33442,2.65989053
35537,33442,72209,3.034261535
35538,72209,72208,0.825485436
35539,72208,69720,0.915447106
35540,69720,4364,2.673577942
35541,4364,33440,3.929157321
35542,33440,33435,3.825026813
35543,33435,33450,1.884578173
35544,33450,33453,0.250982214
35545,33453,4363,5.161578799
35546,4363,25202,0.609734369
35547,25202,8140,1.500101444
35548,38957,38956,1.302130855
35549,38959,38960,1.271973071
35550,5640,34154,0.646023708
35551,34154,34147,0.276895074
35552,34147,28382,0.188802866
35553,8141,28361,2.281503705
35554,28361,5651,10.02101475
35555,5651,76809,9.245403858
35556,76809,38894,2.27643539
35557,38894,5652,2.078237332
35558,4356,5640,1.631528202
35559,38972,5650,0.521188435
35560,8141,38971,0.331904697
35561,38971,8132,0.776215464
35562,8132,34055,1.522943343
35563,34055,28360,1.866433392
35564,15989,15994,7.693230753
35565,15994,76807,2.109066828
35566,76807,15995,2.057201918
35567,15995,38974,1.619496883
35568,38974,15986,1.148836999
35569,15986,38904,5.954703167
35570,38904,8141,1.236054244
35571,5650,38903,0.840202386
35572,38903,4935,3.559678693
35573,4935,76806,3.062185005
35574,76806,28907,1.585575506
35575,28907,4934,3.668839056
35576,4934,38976,0.836025933
35577,38976,38973,0.854272633
35578,38973,12928,3.398755544
35579,12928,4381,3.707069901
35580,38983,39337,0.25004315
35581,39337,24889,1.122009453
35582,38982,14881,1.0187026
35583,14881,38984,0.983529246
35584,38984,39335,0.234216655
35585,39335,38980,3.536677195
35586,38980,38981,4.04824549
35587,38981,38873,8.888029884
35588,38873,38892,0.248112785
35589,38892,24859,0.197085458
35590,24859,38860,0.48950392
35591,38860,26593,0.140411083
35592,26593,14897,0.566061136
35593,14897,14900,0.918639793
35594,6525,38992,3.672120397
35595,38992,39026,7.259972565
35596,39026,6530,7.762390275
35597,6530,39001,3.376539978
35598,39003,39021,0.811256634
35599,39021,38991,0.834094729
35600,38991,39014,0.720194147
35601,39014,56231,2.225455468
35602,39001,6543,25.16504988
35603,6543,6518,3.640751197
35604,6518,6519,30.22971164
35605,6519,39069,8.776759774
35606,39069,39075,4.427997854
35607,39075,39035,2.734604945
35608,39035,39071,3.913501613
35609,39071,39040,5.294050267
35610,39040,39068,1.472180147
35611,39068,39058,2.778238209
35612,39058,39060,3.382541562
35613,39060,39044,3.264384714
35614,39044,39052,8.187609634
35615,39052,39053,4.950434125
35616,38989,39024,1.294141481
35617,39024,39023,0.686108702
35618,39023,39061,3.361958933
35619,39061,39016,7.299162623
35620,39016,39002,2.385095099
35621,39002,39004,3.881412258
35622,39004,39141,2.223931364
35623,39141,39029,6.296596853
35624,39029,6526,3.389734756
35625,56226,39008,1.833325219
35626,39008,38998,0.613906494
35627,38998,39017,0.778360883
35628,39017,39018,1.310441479
35629,39003,38987,1.669973032
35630,38987,56230,2.717393515
35631,6526,38986,1.568622666
35632,38986,39003,2.869771082
35633,39009,6531,5.777556058
35634,6531,6521,7.526633157
35635,6521,39000,4.415356595
35636,39000,6526,4.571790335
35637,6525,39005,3.921232974
35638,39005,39140,3.950131743
35639,39140,39139,1.387695274
35640,39139,39019,5.053723793
35641,39019,39030,1.56358755
35642,39030,39028,0.408349268
35643,39028,39007,2.986796459
35644,39007,39081,6.354293902
35645,39081,39033,3.594207698
35646,39033,39054,0.525866263
35647,39054,38990,0.848137004
35648,38990,39034,0.519518639
35649,39034,38997,0.733109729
35650,6517,39012,2.415326047
35651,39012,56229,4.557548896
35652,6523,6524,1.254189386
35653,6569,38999,3.16994818
35654,38999,39010,4.375893235
35655,39010,39059,1.559650031
35656,39059,39011,1.002437397
35657,39011,39022,2.826380292
35658,39022,47290,2.305179281
35659,47290,39015,0.283148438
35660,39015,38988,0.686826426
35661,38988,38989,0.758071475
35662,39018,6525,4.598792408
35663,39047,39067,1.040136119
35664,39067,39046,2.919374305
35665,39046,39042,0.761697952
35666,39042,39038,0.87071946
35667,39038,39050,1.231475329
35668,39050,39043,2.540845252
35669,39043,39056,3.12426156
35670,39056,39101,1.111808426
35671,39081,39049,1.558782653
35672,39049,39064,0.56537319
35673,39064,39063,0.398396341
35674,39063,39048,0.281331277
35675,39048,39074,0.399852638
35676,39074,39065,0.333138909
35677,39065,39070,0.507259598
35678,39070,39080,0.368406491
35679,39080,39039,0.465859803
35680,39039,39036,0.690381113
35681,39036,39061,1.952390309
35682,39072,39076,6.644884563
35683,39076,9892,2.649029011
35684,39053,39055,3.885430701
35685,39055,39072,1.54760706
35686,9893,39095,3.34099723
35687,39095,76479,1.752108321
35688,76479,39105,2.881660758
35689,39105,39083,2.913496996
35690,39083,39088,3.840804129
35691,39066,39043,2.359225069
35692,39105,39096,0.802079046
35693,39096,39103,6.504678873
35694,39085,39066,2.816470198
35695,39073,39078,3.484136195
35696,39078,39072,1.826606385
35697,39101,39073,11.91057959
35698,39088,39100,7.525871446
35699,39100,39085,5.241911314
35700,39110,47288,18.21906686
35701,47288,50218,1.40166274
35702,50218,50215,0.84175863
35703,50215,47285,1.553381249
35704,47285,10543,2.974083596
35705,10543,67570,12.34892256
35706,67570,27075,14.36061562
35707,27075,10537,24.58078868
35708,10537,10544,1.279459184
35709,10544,47284,16.54822604
35710,47284,28947,1.416896248
35711,28947,18575,21.8194724
35712,18575,71845,22.78546374
35713,39121,39110,3.269275445
35714,6524,39121,13.28533942
35715,39118,76918,0.55988739
35716,76918,6516,12.78536548
35717,6516,6517,1.370078487
35718,39128,39118,3.354245998
35719,6575,6573,6.020241413
35720,6573,39114,2.504958237
35721,39114,39117,3.665013485
35722,39117,6574,3.226614057
35723,6574,39115,1.735254973
35724,39115,6571,1.723497578
35725,6571,39127,1.886577239
35726,39127,39122,1.086867685
35727,6549,10378,16.9932849
35728,17418,10548,8.921368023
35729,10548,10533,2.929913019
35730,31714,39178,1.024487936
35731,39178,61587,0.868312375
35732,61587,39176,1.296934333
35733,39176,31708,2.455262683
35734,31708,71490,6.776191382
35735,71490,80147,2.135270926
35736,80147,61617,10.68958392
35737,61617,31710,1.245808494
35738,31710,61616,1.159008749
35739,61616,80145,4.659781633
35740,80145,71489,14.32403272
35741,71489,15544,8.279847649
35742,15544,39229,7.531966003
35743,39229,15545,16.67960084
35744,15545,58325,6.017150722
35745,58325,32196,0.58764865
35746,32196,32195,1.590061878
35747,32195,37680,3.405600642
35748,37680,51416,0.861482246
35749,51416,32185,1.621529332
35750,32185,32192,6.666181245
35751,32192,32190,6.049050668
35752,32190,32191,3.880460201
35753,32191,32193,3.316791618
35754,32193,32184,3.588626932
35755,32184,51418,5.598775593
35756,51418,71504,0.455672694
35757,71504,32186,0.963622646
35758,39169,39168,1.137630789
35759,39168,39167,0.893697486
35760,39167,39166,0.987612272
35761,61579,61580,1.628481353
35762,61580,61581,1.749112187
35763,39587,58383,1.383687706
35764,58383,55205,1.519680944
35765,55205,77696,0.88377015
35766,77696,58384,1.270605424
35767,58384,39190,3.124234914
35768,39190,39192,3.667994997
35769,39192,39194,3.211680501
35770,39194,39195,3.19766181
35771,39195,15497,1.3504191
35772,15497,55261,3.680734526
35773,55261,55267,3.013692876
35774,55267,39680,1.531403312
35775,39680,39685,9.056401614
35776,39685,39688,2.431627579
35777,39688,77692,0.735126725
35778,4686,78323,5.861880934
35779,78323,78727,12.71866968
35780,78727,15412,11.85416277
35781,15412,78321,4.704136828
35782,78321,78724,3.923115012
35783,78724,63664,5.914012933
35784,63664,4749,1.590899699
35785,4749,15371,1.024103306
35786,15371,63665,1.201413648
35787,63665,4748,9.548564955
35788,4748,19147,5.90783604
35789,19147,4747,0.869249046
35790,4747,78709,4.56268391
35791,78709,24998,8.209488894
35792,39213,39214,1.569944564
35793,39214,39215,10.89702211
35794,39215,58315,1.858234113
35795,58315,15707,1.595331763
35796,15707,58319,11.71702711
35797,58319,71506,0.970813987
35798,71506,58322,1.111013893
35799,58322,39212,2.614458221
35800,39212,39211,4.835199934
35801,39211,39209,9.003001961
35802,39209,32196,7.868776965
35803,32195,58317,6.507268452
35804,58317,39208,6.641833662
35805,39208,58318,6.08335906
35806,58318,50034,5.011983089
35807,50034,39210,1.153873183
35808,39210,58316,14.21639151
35809,58316,15718,1.783673038
35810,15718,58312,7.014124375
35811,58312,67669,3.822500505
35812,67669,39213,1.541882475
35813,39273,39271,2.868191545
35814,39271,49728,13.26022672
35815,49728,49725,0.744007103
35816,49725,64825,8.395007864
35817,64825,39269,17.86236091
35818,39270,77843,20.5820667
35819,77843,49726,5.683521874
35820,49726,49706,0.78125216
35821,49706,39272,13.19290102
35822,39268,39270,2.697359742
35823,39269,39267,2.699258594
35824,39274,49740,14.08440534
35825,49740,39277,1.239201391
35826,39272,39274,2.970358931
35827,39277,49705,1.291015681
35828,49705,39273,14.22738529
35829,39261,39259,1.901501249
35830,39260,39262,2.622015356
35831,39251,49682,1.851473589
35832,49682,39256,5.403435796
35833,39256,49680,2.770042408
35834,49680,39258,1.240237117
35835,39258,49675,2.067591681
35836,49675,39260,2.062827532
35837,60837,39265,28.26362337
35838,39265,71660,11.52969864
35839,71660,71653,1.702581594
35840,71653,65356,34.64202382
35841,65356,39282,20.58369966
35842,39282,39263,18.46944116
35843,39263,39261,3.901369868
35844,39259,49668,1.693803836
35845,49668,49674,1.22000324
35846,49674,39257,1.762877734
35847,39257,49679,1.089353314
35848,49679,39255,1.461666319
35849,39255,39254,1.89693473
35850,39254,39253,1.562299688
35851,39253,39252,3.245613118
35852,39252,39251,2.101616671
35853,39275,39276,3.794463638
35854,43672,43673,5.387050524
35855,43673,43674,4.933915351
35856,43674,16654,5.855989198
35857,16654,16650,18.83356748
35858,16650,60532,2.856945952
35859,39262,49683,22.29212569
35860,49683,65357,20.5271089
35861,65357,71659,33.85887881
35862,71659,71652,1.692219554
35863,71652,39266,11.492768
35864,39266,65362,1.199410745
35865,48711,39247,0.66076867
35866,39247,79407,27.49041124
35867,79407,39249,0.300141412
35868,39278,17003,1.733367783
35869,17003,16987,1.687659351
35870,16987,48692,2.480100019
35871,48692,16998,2.321832242
35872,16998,48694,2.627096998
35873,48694,17009,2.498365902
35874,17009,48697,1.89931192
35875,48697,48700,2.495915687
35876,48700,16984,2.246290477
35877,16984,49609,9.075464063
35878,32043,32048,1.624084555
35879,32048,39279,1.72737247
35880,39181,48713,3.014663328
35881,48713,60434,2.302439124
35882,60434,17699,1.681584364
35883,17699,60435,1.44903884
35884,60435,60436,1.496717352
35885,60436,32052,3.472028303
35886,32052,32028,8.404343668
35887,39284,22725,18.08336069
35888,22725,71473,19.45820409
35889,39283,39284,22.97174372
35890,8167,8168,6.850895096
35891,8168,4308,5.3692443
35892,4308,33880,1.114801725
35893,33880,25465,1.343335937
35894,25465,33873,1.408302656
35895,33873,5767,1.562702017
35896,5767,4309,1.88530255
35897,4309,33890,1.733069415
35898,33890,4310,1.325465934
35899,4310,8102,12.35606846
35900,4307,33923,2.239463772
35901,33923,25507,1.764008229
35902,25507,31320,1.489522361
35903,31320,33921,2.834880594
35904,33921,6314,3.021239258
35905,6314,5591,6.00256863
35906,5591,8167,0.747136052
35907,4403,4405,6.226469505
35908,33137,34066,0.361418456
35909,34066,17392,0.207081471
35910,17392,33138,0.370770396
35911,33138,17393,0.48116525
35912,4405,4415,9.956846014
35913,4415,4416,8.972433431
35914,4416,34099,12.22588489
35915,34099,4417,1.829513342
35916,34112,33139,0.16514811
35917,33139,17389,0.324551173
35918,17389,39306,0.141323684
35919,39306,17390,0.407460957
35920,17390,4414,0.500799539
35921,2189,35048,0.481795332
35922,35048,35036,0.361140573
35923,35036,2191,3.53786723
35924,2191,35040,1.696662443
35925,35040,35039,3.495123732
35926,35039,35046,4.920891116
35927,35046,35062,6.549639715
35928,35062,2183,0.929374214
35929,2183,9469,0.677831689
35930,33447,33434,1.676085865
35931,33434,33437,0.331368299
35932,33437,9037,2.548433338
35933,9037,33449,2.823886816
35934,33449,9038,2.508064628
35935,9038,33451,5.095631825
35936,33451,33446,1.235322259
35937,33446,14910,1.139074977
35938,14910,16048,3.156341892
35939,16048,33436,5.000825398
35940,33436,14911,2.106737303
35941,14911,38957,2.587914759
35942,39300,33447,1.842723957
35943,14882,38925,1.03735404
35944,38925,34114,0.236292812
35945,34114,33135,2.650752483
35946,33135,39310,3.249321431
35947,39310,33119,1.087726813
35948,33119,33125,2.258566236
35949,33125,17388,9.958008533
35950,17388,34063,0.723021561
35951,34063,34069,0.272154862
35952,34069,5562,1.694137524
35953,5562,17393,1.22586592
35954,17393,34082,3.7390329
35955,34082,14164,6.6627268
35956,14164,39325,2.936568236
35957,39325,34081,0.328532958
35958,34081,39324,0.147823437
35959,39324,14165,3.16374937
35960,14165,33136,3.584415038
35961,33136,34075,2.070825673
35962,34075,5569,1.68602232
35963,5569,34053,1.891349234
35964,34053,5568,1.162120358
35965,5568,33133,0.64571491
35966,33133,21847,9.233478896
35967,21847,34078,4.152178406
35968,34078,34074,4.968072704
35969,34074,34076,1.921879052
35970,34076,21844,1.947736391
35971,21844,34073,0.645041795
35972,34073,34072,3.824487993
35973,34072,4937,1.998084327
35974,4937,34077,0.294711147
35975,34077,21845,3.718791223
35976,21845,34056,3.492002568
35977,34056,4319,2.27553584
35978,33120,33106,5.733431923
35979,33106,34117,1.740395451
35980,34117,38929,0.255850701
35981,38929,14894,1.457661515
35982,14894,14882,1.366478709
35983,15984,39320,0.434247521
35984,39320,9665,0.758477822
35985,9665,33103,3.460201311
35986,33103,34123,5.170905947
35987,34123,33123,8.276815328
35988,33123,33108,4.768062615
35989,33108,39305,1.283136039
35990,39305,39313,0.249618673
35991,39313,17394,2.137873655
35992,17394,39304,1.657322062
35993,39304,39311,0.187697328
35994,39311,33101,0.603162608
35995,33101,33126,1.390475601
35996,33126,33113,1.475332752
35997,33113,34124,1.649152714
35998,34124,33121,3.36277822
35999,33121,39323,0.604955221
36000,39323,39319,0.201809342
36001,39319,34118,0.159469955
36002,34118,39317,0.161631129
36003,39317,4470,1.224126441
36004,4470,33120,2.016869062
36005,8139,33124,0.86622126
36006,33124,21848,1.29941483
36007,21848,33104,1.920418641
36008,33104,8140,0.625709752
36009,39314,21849,1.185252751
36010,21849,21850,3.919721808
36011,21850,39322,1.938991346
36012,39322,39307,0.494265579
36013,39307,15983,0.443706367
36014,15983,8139,0.868292093
36015,33116,33102,1.685215084
36016,33102,33130,3.471101205
36017,33130,34116,2.222609557
36018,34116,38930,0.241992246
36019,38930,14883,1.07119826
36020,28360,28362,2.202511066
36021,28362,28220,3.480105863
36022,28220,8133,1.879479179
36023,8132,4936,1.391751679
36024,28364,28368,1.277047301
36025,28368,8132,1.571273246
36026,14883,15005,1.381562883
36027,15005,38927,1.36871807
36028,38927,34111,0.260652876
36029,34111,33110,1.793127903
36030,33110,33114,1.381617839
36031,33114,33112,1.828770546
36032,33112,33122,3.477670715
36033,33122,39308,2.05013613
36034,39308,39315,0.145988091
36035,39315,34115,0.14868431
36036,34115,39312,0.16718192
36037,39312,8137,2.087480831
36038,8137,33115,5.690430324
36039,33115,39309,1.557077509
36040,39309,39318,0.207940751
36041,39318,17395,1.789788233
36042,17395,39321,1.919280133
36043,39321,39316,0.269724323
36044,39316,33127,2.024331911
36045,33127,8138,7.3475088
36046,8138,33118,2.323253305
36047,33118,39314,3.717332352
36048,6549,6561,22.43873572
36049,6561,67432,11.01673042
36050,67432,67429,9.86952048
36051,67429,67430,10.71612721
36052,67430,39358,5.866027708
36053,39358,6558,7.421962322
36054,4404,39329,0.342262564
36055,39329,39360,0.590174277
36056,39360,39352,4.272990791
36057,39352,4402,0.992307472
36058,24871,39375,2.955183023
36059,39375,78641,2.043943746
36060,78641,25208,1.173839209
36061,14943,38866,1.151587409
36062,38866,28518,0.244684262
36063,28518,5653,6.562731419
36064,5653,24861,4.576376858
36065,39379,13048,0.332569615
36066,9654,39425,0.454880566
36067,39425,39424,0.557772692
36068,39424,39423,0.429896684
36069,39423,39422,0.426071027
36070,39422,9655,0.423433095
36071,9655,9656,2.09707556
36072,9656,13051,0.535173071
36073,13051,7575,1.702896164
36074,7575,39417,0.767508367
36075,39417,39413,1.268521279
36076,39413,39409,0.531495354
36077,39409,39408,0.518891813
36078,39408,39407,0.575355329
36079,39407,13052,0.603892607
36080,13052,13053,0.648757986
36081,13053,39399,0.744500764
36082,39399,13049,0.612085181
36083,13049,39398,0.812003475
36084,39398,7983,1.107866361
36085,7983,42030,0.131932988
36086,42030,39396,0.76288333
36087,39396,39395,0.856337708
36088,39395,39394,0.778738439
36089,39394,39393,0.777950298
36090,39393,39392,0.817419498
36091,39392,39391,0.770526971
36092,39391,7982,4.104882893
36093,7982,13054,4.596186196
36094,13054,39390,1.070079662
36095,39390,39389,1.077232121
36096,39389,39388,1.054518214
36097,39388,39387,1.018756161
36098,39387,40896,0.251684227
36099,40896,13055,0.250262187
36100,13055,39386,0.574244636
36101,39386,42029,0.690072186
36102,42029,39385,0.303542853
36103,39385,39384,0.70792774
36104,39384,39383,0.688909126
36105,39383,39382,0.676284804
36106,39382,39381,0.687346673
36107,39381,39380,1.980534827
36108,39380,7981,1.974516516
36109,8824,39400,0.881233112
36110,39400,39401,0.766654302
36111,39401,39402,0.59007507
36112,39402,39403,0.875833888
36113,39403,39404,0.731088038
36114,39404,39405,0.793009234
36115,39405,39406,0.649263976
36116,39406,39410,1.922511857
36117,39410,39412,0.704167362
36118,39412,39414,0.714176027
36119,39414,39416,0.598965732
36120,39416,76906,9.407920061
36121,39436,5569,1.125879239
36122,390,14339,0.649506867
36123,1502,47164,2.24275595
36124,47164,77637,4.468691281
36125,77637,407,0.631716884
36126,407,70942,2.504853285
36127,70942,406,3.580482218
36128,406,10996,2.13069383
36129,39474,40467,1.891251121
36130,40467,39488,0.499439725
36131,39488,39492,1.489370343
36132,39492,39494,1.335133894
36133,39494,39499,3.685137164
36134,39499,39501,1.607901747
36135,39501,39502,0.826819536
36136,39502,39506,1.975601114
36137,39506,39507,0.811230944
36138,39507,39508,0.640540314
36139,39508,39509,0.711130609
36140,39509,39512,4.898787724
36141,39495,39491,2.256832789
36142,39491,39485,2.727569717
36143,39485,39486,0.779034403
36144,39486,39484,0.603981925
36145,39484,39483,0.664225185
36146,39483,39481,1.019984761
36147,39481,17810,1.613927155
36148,56892,39505,2.888376069
36149,39505,39503,1.234821888
36150,39503,39500,1.204023525
36151,39500,39497,3.198714282
36152,39497,59191,0.855320375
36153,59191,39495,0.666939007
36154,39474,17814,1.720396993
36155,17814,39473,1.954398493
36156,39473,39472,1.93358901
36157,39472,39471,2.301190044
36158,39471,39470,1.032491904
36159,39470,59171,0.561719447
36160,59171,39469,0.418465518
36161,39469,39466,7.987368021
36162,39466,39792,0.421684017
36163,39792,17815,0.187887336
36164,39454,39455,0.48799662
36165,39455,39456,0.359536284
36166,39456,59185,2.685651234
36167,59185,17814,4.480410777
36168,39459,59190,2.099355823
36169,59190,39462,0.303841836
36170,39462,39465,1.629649333
36171,39465,39468,0.670541667
36172,39468,39476,0.995000827
36173,39476,39479,0.23035722
36174,39479,39480,0.220193744
36175,39480,39482,0.278107135
36176,39482,39485,0.419481301
36177,39213,39221,4.971244448
36178,39221,50037,1.212376068
36179,50037,15708,4.761810696
36180,15708,50039,1.070178439
36181,50039,39228,1.047403131
36182,39228,50042,1.61359497
36183,50042,15709,1.792116067
36184,15709,39231,5.259026938
36185,39231,58328,7.846987643
36186,58328,15856,1.27322307
36187,15856,39233,13.30927851
36188,39233,15710,2.978179721
36189,15710,61607,28.54324967
36190,61607,45364,1.186229544
36191,45364,61608,10.9484305
36192,61608,61610,1.015144719
36193,61610,15711,1.031810132
36194,15711,39239,1.061241639
36195,39239,61611,0.894024285
36196,61611,61614,0.749405431
36197,61614,39240,1.079722846
36198,39240,39236,11.2481368
36199,39236,61599,20.28574494
36200,61599,15712,1.61745325
36201,15712,49941,1.245303372
36202,39214,67669,1.245499539
36203,67669,58308,1.964205016
36204,58308,15739,2.857777556
36205,15739,39572,0.897388703
36206,39572,39569,6.102004903
36207,39569,39567,4.197674603
36208,39567,58570,1.202623025
36209,58570,39564,1.102063876
36210,39564,39562,4.297177222
36211,32186,51424,9.618490128
36212,51424,66033,3.66933076
36213,66033,66034,4.94598288
36214,66034,62605,3.004910193
36215,62605,58673,0.766070538
36216,58673,62606,0.919774526
36217,62606,32194,10.59616161
36218,32194,39526,2.659872722
36219,39526,39602,17.71329494
36220,39602,39601,1.158003513
36221,39601,52631,9.984157219
36222,52631,32189,13.02245652
36223,37542,37444,1.676854313
36224,37444,37485,1.233152953
36225,37485,37459,1.100455011
36226,37459,37507,0.954399042
36227,37507,37468,1.323562059
36228,39558,39557,0.847836929
36229,39557,39556,1.22977192
36230,39552,58488,0.795086093
36231,58488,77550,0.043120145
36232,77550,58489,0.885763105
36233,58489,39549,3.646085288
36234,39549,58487,1.044290181
36235,58487,58571,0.865530865
36236,58571,39548,2.239604343
